Timestamp,1. Država ,2. Spol,3. Razred/letnik študija ,4. Kako dobro poznate umetno inteligenco?,"2.1 Kako pogosto trenutno uporabljate orodja generativne umetne inteligence (npr. ChatGPT, Claude, Gemini, Midjourney)?",2.2 Za katere glavne naloge uporabljate umetno inteligenco? (Izberite do 3),"2.2.1 Kako običajno ravnate z izhodnimi podatki, ko ustvarjate besedilo ali vsebino z umetno inteligenco?","2.2.2 Kako običajno ocenjujete kakovost izhodnih podatkov, ki jih ustvari umetna inteligenca, v primerjavi s tem, kar bi lahko naredili sami?","2.2.3 Kako na splošno uporaba umetne inteligence vpliva na čas in trud, potrebna za vaše naloge?","2.2.4  Koliko časa in truda običajno porabite za komunikacijo z umetno inteligenco (npr. za predelavo navodil za » «, za prošnje za popravke), da dosežete zadovoljiv rezultat?","2.3 Kako zelo ste prepričani v svojo sposobnost, da razlikujete besedilo ali sliko, ki jo je ustvaril človek, od tiste, ki jo je ustvarila umetna inteligenca?","2.3.1 Kaj ponavadi storite, ko vam orodje AI prikaže nove zgodovinske, znanstvene ali dejanske informacije?","2.3.2 Ali ste kdaj opazili, da je AI orodje popolnoma izmislilo vir, dejstvo ali ime, ki je zvenelo izjemno prepričljivo, a je bilo v resnici lažno?","2.3.3 Ali ste kdaj opazili, da slike ali besedila, ki jih ustvari umetna inteligenca, pogosto odražajo kulturne ali spolne stereotipe (npr. zdravnike večinoma prikazujejo kot moške, medicinske sestre pa kot ženske)?","2.4 Ko razmišljate o vključevanju umetne inteligence v šolo in izobraževanje, kateri od naslednjih občutkov prevladujejo? (Izberite do 3)",DS1.1 Ko je na voljo nova digitalna tehnologija:,"DS1.2 Kako pogosto uporabljate orodja generativne umetne inteligence posebej za naloge, povezane s šolo ali delom ( )?",DS1.3 Umetno inteligenco vidite predvsem kot:,"DS1.5 Moji učitelji mi dajejo jasna navodila in podporo glede tega, kako uporabljati umetno inteligenco v mojem izobraževanju. ","DS2 Prosimo, navedite, v kolikšni meri se strinjate z naslednjimi trditvami o delovanju umetne inteligence. [Orodja AI resnično »razumejo« pomen besedila, ki ga ustvarjajo.]","DS2 Prosimo, navedite, v kolikšni meri se strinjate z naslednjimi trditvami o delovanju umetne inteligence. [Informacije, ki jih zagotavlja umetna inteligenca, so na splošno nevtralne, objektivne in nepristranske.]","DS2 Prosimo, navedite, v kolikšni meri se strinjate z naslednjimi trditvami o delovanju umetne inteligence. [Menim, da je umetna inteligenca po naravi pametnejša in sposobnejša od ljudi.]","DS2 Prosimo, navedite, v kolikšni meri se strinjate z naslednjimi trditvami o delovanju umetne inteligence. [Običajno zaupam dejanski točnosti odgovorov, ki jih ustvari umetna inteligenca, ne da bi čutil potrebo po dodatnem preverjanju drugih virov.]","DS2 Prosimo, navedite, v kolikšni meri se strinjate z naslednjimi trditvami o delovanju umetne inteligence. [Jasno razumem, kako pomočnik GenAI ustvarja svoje odgovore.]","DS2 Prosimo, navedite, v kolikšni meri se strinjate z naslednjimi trditvami o delovanju umetne inteligence. [Način, kako AI zaprosim za nekaj, nima nobenega vpliva na kakovost pridobljenega rezultata.]","DS3 Kako zaskrbljeni ste zaradi naslednjih potencialnih posledic uporabe umetne inteligence v izobraževanju? [Učitelji me bodo nepravično obtožili, da za svoje naloge uporabljam umetno inteligenco, čeprav tega ne počnem.]",DS3 Kako zaskrbljeni ste zaradi naslednjih potencialnih posledic uporabe umetne inteligence v izobraževanju? [Uporaba umetne inteligence pri opravljanju domačih nalog mi bo odvzela sposobnost kritičnega razmišljanja in samostojnega učenja.],"DS3 Kako zaskrbljeni ste zaradi naslednjih potencialnih posledic uporabe umetne inteligence v izobraževanju? [Težavnost razlikovanja med vsebino, ki jo je ustvaril človek, in vsebino, ki jo je ustvarila umetna inteligenca (npr. lažne novice, deepfakes).]","DS3 Kako zaskrbljeni ste zaradi naslednjih potencialnih posledic uporabe umetne inteligence v izobraževanju? [Orodja umetne inteligence bi lahko okrepila obstoječe družbene predsodke in diskriminacijo (npr. spol, rasa, kulturni stereotipi).]",DS3 Kako zaskrbljeni ste zaradi naslednjih potencialnih posledic uporabe umetne inteligence v izobraževanju? [Neenak dostop do vrhunskih (plačljivih) orodij umetne inteligence bo ustvaril nepravične prednosti med študenti.],"DS3.8 Skrbi me, da se zaradi zanašanja na umetno inteligenco pri ustvarjanju visokokakovostnega dela počutim manj sposobnega ali pametnega, ko moram podobne naloge opraviti sam.","DS4 Prosimo, navedite, v kolikšni meri se strinjate z naslednjimi trditvami glede vaših pričakovanj v zvezi z umetno inteligenco.  [Pričakujem, da bo umetna inteligenca znatno pospešila moje vsakodnevne študijske/delovne naloge in me naredila bolj učinkovitega.]","DS4 Prosimo, navedite, v kolikšni meri se strinjate z naslednjimi trditvami glede vaših pričakovanj v zvezi z umetno inteligenco.  [Verjamem, da lahko umetna inteligenca učna gradiva popolnoma prilagodi individualnemu tempu in slogu učenja vsakega učenca.]","DS4 Prosimo, navedite, v kolikšni meri se strinjate z naslednjimi trditvami glede vaših pričakovanj v zvezi z umetno inteligenco.  [Pričakujem, da bo umetna inteligenca omogočila lažji dostop do učenja in večjo vključenost študentov z različnimi kognitivnimi potrebami ali jezikovnimi ovirami.]","DS4 Prosimo, navedite, v kolikšni meri se strinjate z naslednjimi trditvami glede vaših pričakovanj v zvezi z umetno inteligenco.  [Umetno inteligenco vidim kot nepristranskega mentorja, ki je na voljo 24 ur na dan, 7 dni v tednu, da odgovarja na moja vprašanja, ne da bi se pri tem počutil neprimernega.]","DS4 Prosimo, navedite, v kolikšni meri se strinjate z naslednjimi trditvami glede vaših pričakovanj v zvezi z umetno inteligenco.  [Pričakujem, da bo umetna inteligenca zagotovila boljše smernice za moje prihodnje izbire glede študija ali kariere kot tradicionalno šolsko svetovanje.]"
,,,,,,"Zbiranje idej in iskanje navdiha, Prevajanje besedil ali učenje jezika, Povzemanje dolgih dokumentov ali člankov, Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Pomoč pri domačih nalogah / načrtovanje pouka",,,,,,,,,"Option 1, Radovednost, Skepticizem",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Prevajanje besedil ali učenje jezika, Povzemanje dolgih dokumentov ali člankov, Reševanje matematičnih/logičnih problemov ali programiranje, Ustvarjanje slik ali predstavitev",,,,,,,,,"Option 1, Upanje, Navdušenje",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Povzemanje dolgih dokumentov ali člankov, Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka",,,,,,,,,Strah,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Prevajanje besedil ali učenje jezika, Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,"Tesnoba, Radovednost, Strah",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Prevajanje besedil ali učenje jezika, Povzemanje dolgih dokumentov ali člankov, Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,"Radovednost, Strah, Upanje",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,"Tesnoba, Sum",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,"Upanje, Skepticizem, Sum",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka, Delanje zapiskov za učenje.",,,,,,,,,"Radovednost, Upanje",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Prevajanje besedil ali učenje jezika, Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka",,,,,,,,,"Upanje, Navdušenje, Sum",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Povzemanje dolgih dokumentov ali člankov, Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,"Option 1, Sum",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Ustvarjanje slik ali predstavitev",,,,,,,,,"Radovednost, Strah",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Povzemanje dolgih dokumentov ali člankov, Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Reševanje matematičnih/logičnih problemov ali programiranje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Prevajanje besedil ali učenje jezika, Reševanje matematičnih/logičnih problemov ali programiranje, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Povzemanje dolgih dokumentov ali člankov, Reševanje matematičnih/logičnih problemov ali programiranje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Povzemanje dolgih dokumentov ali člankov, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Pomoč pri domačih nalogah / načrtovanje pouka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Prevajanje besedil ali učenje jezika, Povzemanje dolgih dokumentov ali člankov, Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Povzemanje dolgih dokumentov ali člankov, Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Prevajanje besedil ali učenje jezika, Povzemanje dolgih dokumentov ali člankov, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Povzemanje dolgih dokumentov ali člankov, Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Povzemanje dolgih dokumentov ali člankov, Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Prevajanje besedil ali učenje jezika, Povzemanje dolgih dokumentov ali člankov, Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev, Vse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Prevajanje besedil ali učenje jezika, Povzemanje dolgih dokumentov ali člankov, Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Povzemanje dolgih dokumentov ali člankov, Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Prevajanje besedil ali učenje jezika, Reševanje matematičnih/logičnih problemov ali programiranje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Prevajanje besedil ali učenje jezika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Prevajanje besedil ali učenje jezika, Povzemanje dolgih dokumentov ali člankov, Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Reševanje matematičnih/logičnih problemov ali programiranje, Iskanje podatkov ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka, trening plan in random stvari",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Reševanje matematičnih/logičnih problemov ali programiranje, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Povzemanje dolgih dokumentov ali člankov, Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Prevajanje besedil ali učenje jezika",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Prevajanje besedil ali učenje jezika, Povzemanje dolgih dokumentov ali člankov, Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Prevajanje besedil ali učenje jezika, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Prevajanje besedil ali učenje jezika, Povzemanje dolgih dokumentov ali člankov, Pisanje/sestavljanje besedil (e-pošte, eseji, poročila), Reševanje matematičnih/logičnih problemov ali programiranje, Pomoč pri domačih nalogah / načrtovanje pouka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Zbiranje idej in iskanje navdiha, Prevajanje besedil ali učenje jezika, Pomoč pri domačih nalogah / načrtovanje pouka, Ustvarjanje slik ali predstavitev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
